GSM1887730	GSM2177026	GSM2177021	GSM2177023	GSM2177019	GSM2177022	GSM2177027	GSM2177025	GSM2177024	GSM2177018	GSM2177020	GSM2177017	GSM2828480	GSM2828481	GSM2828482	GSM2828483	GSM2828484	GSM2828485	GSM3407112	GSM3407113	GSM3407114
Slc15a2	262	14	36	54	43	417	32	71	266	14	23	27	699	1399	1290	102	79	181	13	23	45
Slc15a3	24567	542	2570	307	945	579	505	322	346	186	871	334	737	897	1109	686	584	899	19	19	50
Slc15a4	28909	95	438	108	303	461	53	57	403	86	277	137	3233	2846	1727	5390	5128	3211	498	450	716
Slc15a5	5	10	1	9	2	15	0	11	0	0	0	0	3	1	4	9	3	6	1	1	1
Slc16a1	1383	42	13	158	11	212	75	64	109	3	14	4	1015	1340	1158	647	537	515	2	2	2
Slc16a10	960	5	51	22	36	46	9	27	26	12	17	20	299	660	591	139	156	220	12	7	24
Slc16a11	51	0	0	0	0	3	0	0	11	0	0	3	5	7	5	22	6	8	0	0	5
Slc16a12	2	0	0	0	0	0	0	0	13	0	0	0	17	26	1	3	1	0	0	0	0
Slc16a13	3202	5	97	0	66	49	3	0	29	13	30	14	141	214	179	303	321	303	23	15	33
Slc16a14	76	13	0	0	0	0	0	0	33	0	0	0	5	7	8	6	16	18	2	0	0
Slc16a2	3	4	0	15	0	64	40	10	32	0	0	0	10	7	0	0	1	5	0	0	0
Slc16a3	2668	6	24	0	8	24	0	15	11	4	23	10	646	676	867	1274	867	1115	9	1	9
Slc16a4	86	21	23	0	9	42	40	0	0	7	4	7	10	3	8	14	9	7	3	1	1
Slc16a5	9	0	0	0	0	0	0	0	0	0	0	0	7	12	3	0	0	5	2	2	2
Slc16a6	2878	0	167	20	81	51	58	0	9	25	72	140	672	934	730	352	270	408	7	5	12
Slc16a7	2097	304	155	293	99	872	227	177	604	87	38	48	723	1075	413	362	353	256	47	36	50
Slc16a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc16a9	7	32	0	81	3	209	49	11	182	0	0	0	768	1746	960	12	15	17	14	8	27
Slc17a1	0	25	0	64	0	491	0	31	324	1	0	4	0	0	0	0	0	0	1	2	0
Slc17a2	0	0	0	4	0	32	0	0	28	0	0	0	0	0	0	0	0	0	2	2	0
Slc17a3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2	0	3
Slc17a4	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	4	0	2	0	1
Slc17a5	2022	70	149	96	67	285	38	28	159	65	47	54	444	591	359	360	307	357	39	43	38
Slc17a6	0	0	0	0	1	12	0	32	0	0	0	0	0	0	0	0	0	0	1	0	2
Slc17a7	168	4	2	0	0	156	17	0	13	0	0	0	0	0	3	6	2	0	2	0	2
Slc17a8	127	214	160	320	68	991	153	248	398	56	41	72	15	9	12	8	15	7	6	4	19
Slc17a9	338	0	9	0	8	0	0	1	0	1	3	6	298	311	248	261	150	221	10	13	18
Slc18a1	29	9	5	7	0	114	0	0	0	0	0	0	26	19	31	8	6	8	3	2	6
Slc18a2	909	15	391	14	227	58	5	0	48	102	182	192	259	156	140	162	152	184	39	23	58
Slc18a3	0	17	1	26	0	7	6	1	25	0	0	0	0	0	0	0	0	0	0	0	0
Slc18b1	192	92	50	90	32	424	25	180	191	9	15	14	62	20	13	98	93	40	31	26	33
Slc19a1	759	0	10	0	2	0	1	0	0	6	2	0	262	325	163	323	306	234	25	31	26
Slc19a2	956	0	20	0	10	30	31	0	0	0	4	0	230	91	35	155	144	131	10	14	11
Slc19a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Slc1a1	8	1	3	15	0	1	1	12	13	0	0	0	2	16	7	0	0	1	5	1	1
Slc1a2	117	8	120	121	72	164	56	30	90	9	49	35	40	24	37	52	37	50	11	5	7
Slc1a3	38	1317	435	2872	431	2619	681	1363	2126	503	314	198	1207	2979	1243	24	18	8	10	8	20
Slc1a4	1333	9	19	0	4	11	1	15	2	0	6	9	49	54	11	8	21	25	3	1	0
Slc1a5	9722	49	95	33	54	48	1	4	28	75	54	58	3260	2584	2154	3629	3487	2478	307	266	314
Slc1a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc1a7	14	0	7	14	2	114	12	11	0	1	4	10	4	2	2	4	2	2	6	0	1
Slc20a1	4166	22	238	0	141	41	6	0	8	7	154	62	1022	807	416	579	460	464	68	38	71
Slc20a2	1503	28	8	80	12	40	9	23	63	2	8	5	362	506	195	385	298	223	31	18	38
Slc22a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a12	1272	4	10	44	2	10	6	0	4	2	0	0	50	36	30	146	128	106	30	36	22
Slc22a13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
Slc22a13b-ps	8	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	0	3
Slc22a14	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc22a15	943	94	254	115	103	519	74	129	255	29	103	93	268	213	251	252	260	339	24	16	34
Slc22a16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc22a17	21	0	0	0	0	0	0	0	0	2	1	0	159	220	145	112	81	106	4	7	8
Slc22a18	16	0	1	0	0	0	0	0	0	0	0	0	40	51	79	3	7	8	1	2	1
Slc22a19	7	16	3	1	1	129	21	61	41	0	2	0	6	5	4	5	5	7	13	12	14
Slc22a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Slc22a20	0	0	0	0	0	0	0	0	0	0	0	0	15	7	36	16	6	20	0	2	0
Slc22a21	68	18	5	38	0	67	0	1	90	0	0	0	21	8	13	30	17	20	2	1	2
Slc22a22	0	0	0	0	0	116	0	0	66	2	0	1	0	0	0	0	0	0	0	0	2
Slc22a23	4907	10	21	34	23	82	7	0	110	15	13	15	478	671	151	206	335	168	40	33	56
Slc22a26	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Slc22a28	0	0	0	0	0	38	0	0	1	0	0	0	0	0	4	0	0	0	0	1	2
Slc22a29	0	0	0	6	0	33	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0
Slc22a3	140	19	0	31	0	48	8	0	23	0	0	0	54	54	31	21	37	25	0	1	3
Slc22a30	6	53	18	50	5	178	5	1	110	6	5	0	4	2	2	1	2	4	6	1	2
Slc22a4	3	11	2	5	0	5	0	0	15	0	1	0	72	132	94	103	67	86	1	6	1
Slc22a5	1972	0	36	0	22	11	0	0	0	10	20	14	302	340	175	358	309	210	29	30	39
Slc22a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
Slc22a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Slc22a8	2	42	0	45	5	326	19	0	120	0	0	3	8	5	5	4	2	1	0	1	7
Slc23a1	114	89	22	295	26	810	130	201	503	12	11	25	18	13	18	15	11	25	5	5	7
Slc23a2	18097	0	69	0	49	48	0	0	0	28	30	38	1460	1605	588	1168	1054	981	147	123	152
Slc23a3	5	0	0	0	0	44	0	0	34	0	0	0	0	1	7	6	0	2	1	1	2
Slc24a1	1	1	18	0	9	5	0	0	38	1	8	0	9	2	4	4	1	1	0	2	3
Slc24a2	0	10	0	15	4	7	0	0	30	0	1	0	5	0	0	0	0	0	2	3	1
Slc24a3	4	0	0	42	0	61	15	0	5	0	0	0	18	12	6	13	15	5	1	0	1
Slc24a4	8	1	41	23	24	52	14	4	107	13	14	18	2	0	0	2	1	5	2	3	0
Slc24a5	282	0	4	0	4	0	0	0	0	0	0	2	26	23	16	18	15	28	0	0	0
Slc25a1	11260	1	104	0	99	5	9	0	3	14	73	55	1186	1092	1190	1852	1692	1403	87	137	170
Slc25a10	1702	0	88	8	42	21	0	3	8	5	62	18	548	761	806	526	452	465	14	20	25
Slc25a11	23031	126	592	197	283	521	129	205	495	116	244	187	2252	2511	2783	4558	3677	4164	203	219	274
Slc25a12	36836	686	993	838	592	1878	685	520	1116	290	522	432	2894	1592	756	4413	4260	2886	283	291	432
Slc25a13	788	25	12	17	18	77	0	29	155	0	21	2	132	128	110	204	243	167	11	9	11
Slc25a14	769	13	47	0	10	0	0	1	19	3	9	7	105	110	109	201	178	172	14	9	21
Slc25a15	3280	0	11	135	4	54	12	15	51	5	0	8	347	252	151	472	438	241	38	32	44
Slc25a16	4487	0	96	48	59	78	4	0	120	40	43	66	347	357	206	380	378	343	41	31	62
Slc25a17	8625	16	58	50	61	62	14	28	67	38	47	45	976	971	769	1548	1353	1157	95	81	158
Slc25a18	13	0	5	0	1	0	0	0	0	0	3	0	8	13	13	9	18	13	1	0	0
Slc25a19	3705	22	243	64	198	110	50	48	57	55	131	64	654	565	655	927	907	772	85	82	110
Slc25a2	16	0	1	9	0	0	0	0	5	0	0	0	5	7	7	9	6	5	0	1	0
Slc25a20	3910	1694	536	2243	315	4535	1188	1545	2635	219	370	199	631	518	461	987	1009	781	70	52	114
Slc25a21	2	37	13	37	2	27	35	81	41	3	9	8	34	29	49	46	44	39	1	0	0
Slc25a22	13245	0	398	0	225	0	0	0	0	80	213	129	638	674	283	1206	1075	803	121	98	103
Slc25a23	1995	92	158	199	63	805	187	39	432	83	93	90	227	146	105	351	359	268	19	29	35
Slc25a24	5257	380	345	469	174	493	266	78	437	73	156	96	712	478	435	1076	979	771	59	43	61
Slc25a25	4687	26	70	0	9	0	10	0	1	16	26	16	874	534	381	590	595	413	56	55	74
Slc25a26	649	0	16	36	1	18	0	9	22	13	8	8	172	289	194	84	109	109	10	1	7
Slc25a27	20	22	33	42	11	83	7	16	14	9	19	1	18	21	11	25	24	13	5	3	6
Slc25a28	3918	0	403	1	261	3	14	0	0	75	169	230	509	427	532	817	683	831	44	52	73
Slc25a29	826	0	16	0	2	0	0	0	0	7	9	7	126	72	75	173	167	158	16	10	11
Slc25a3	37238	839	798	464	588	1485	662	404	1194	377	527	554	4077	3861	4682	6138	4996	6129	422	376	672
Slc25a30	917	0	7	0	3	14	0	0	0	0	0	1	87	45	39	100	107	72	8	4	4
Slc25a31	1	0	0	0	0	11	0	0	0	0	1	0	9	8	5	0	1	0	2	0	0
Slc25a32	1784	88	46	152	16	388	92	44	80	20	16	16	204	274	120	364	238	272	20	28	56
Slc25a33	1103	57	74	69	42	72	78	33	105	11	32	29	213	232	385	260	213	242	18	13	20
Slc25a34	3	0	4	1	0	3	0	0	0	0	1	5	2	1	1	1	2	0	0	1	2
Slc25a35	1693	5	22	13	3	96	50	3	122	19	11	8	176	122	37	317	287	201	47	45	59
Slc25a36	13560	719	663	690	536	859	964	541	1909	301	429	353	1730	1680	562	1347	1182	962	177	113	235
Slc25a37	2009	24	81	350	89	1526	81	80	203	28	21	36	759	1015	853	809	762	842	14	18	28
Slc25a38	2270	69	184	12	54	46	4	34	57	30	67	47	500	656	644	1009	802	802	55	48	60
Slc25a39	12108	72	164	168	66	231	71	119	168	45	71	84	2060	2797	2858	2839	2386	2371	146	152	222
Slc25a4	25912	875	1359	850	799	2547	669	457	1409	416	638	592	1721	1875	2408	3574	3102	3461	237	273	368
Slc25a40	1548	5	60	207	32	279	74	71	43	34	33	19	161	175	147	370	324	191	46	40	85
Slc25a41	0	0	0	0	0	0	0	0	3	0	0	0	1	1	4	1	1	1	0	0	1
Slc25a42	602	304	172	759	123	988	252	305	539	92	74	93	107	125	27	158	122	92	24	15	38
Slc25a43	106	18	24	11	15	199	38	20	200	7	5	8	34	67	58	40	20	31	4	4	13
Slc25a44	5676	62	369	98	296	186	22	66	130	167	265	232	948	973	528	1053	840	806	82	70	67
Slc25a45	10958	9	407	6	97	0	26	0	29	124	170	305	1386	1567	1079	2294	1860	1776	125	128	175
Slc25a46	9504	172	257	265	243	501	165	108	322	119	153	123	1326	1302	667	1580	1386	948	133	115	244
Slc25a47	52	0	0	0	2	0	0	0	0	1	1	3	13	13	26	12	14	15	0	1	0
Slc25a48	16	44	36	174	28	411	66	86	141	23	35	19	15	14	13	19	9	15	1	3	2
Slc25a5	59338	6	634	33	224	17	10	24	8	169	287	317	8997	10819	12911	14503	11431	15566	776	828	1297
Slc25a5-ps	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Slc25a51	12894	405	432	408	255	1171	295	257	913	233	251	274	1279	1331	1207	1605	1428	1337	111	96	175
Slc25a53	16637	22	302	81	200	145	83	48	94	57	129	107	1272	906	326	3271	3249	2220	232	170	294
Slc25a54	0	0	9	0	0	26	0	0	0	3	1	3	0	0	0	1	0	0	0	0	0
Slc26a1	52	0	4	3	8	0	0	0	0	0	0	0	9	10	4	19	13	7	0	1	0
Slc26a10	171	30	0	0	0	122	2	0	80	1	0	0	24	21	20	42	28	36	1	1	9
Slc26a11	217	5	13	71	16	50	1	108	51	10	15	8	387	834	341	152	134	96	17	16	44
Slc26a2	2689	83	330	402	187	510	241	263	344	101	237	165	435	432	322	452	348	320	31	34	62
Slc26a3	42	28	18	71	12	339	29	47	180	12	28	25	49	16	16	19	22	24	4	5	8
Slc26a4	0	0	0	22	0	24	0	0	36	0	0	3	0	0	0	0	0	0	0	0	1
Slc26a5	0	0	0	17	0	5	0	43	0	0	0	0	0	0	0	0	0	0	1	0	1
Slc26a6	1604	0	62	8	20	12	8	12	40	6	28	18	190	238	164	312	292	238	20	22	30
Slc26a7	0	0	0	15	0	0	14	8	0	0	1	0	6	0	6	4	0	0	0	2	4
Slc26a8	28	0	4	6	0	0	11	0	11	0	0	0	7	14	6	15	9	4	2	1	2
Slc26a9	200	2	9	11	7	94	2	20	62	7	5	2	15	9	8	23	19	34	7	3	6
Slc27a1	10112	2	132	92	60	205	63	41	45	66	43	58	2441	1595	785	4999	4604	3556	433	469	605
Slc27a2	48	0	0	0	0	0	0	0	0	0	0	0	8	8	4	31	43	11	0	1	5
Slc27a3	425	0	4	0	9	0	0	0	0	3	7	3	47	27	32	116	65	74	9	6	9
Slc27a4	3419	199	32	158	14	481	251	175	386	5	18	17	941	878	845	1146	848	812	25	23	25
Slc27a5	0	0	0	1	0	14	0	0	7	0	0	0	0	0	0	1	0	0	1	2	1
Slc27a6	1	0	0	0	0	0	0	0	8	0	0	0	0	3	6	0	2	0	1	0	0
Slc28a1	0	0	0	1	0	26	19	2	53	0	0	0	2	1	1	0	0	0	1	0	0
Slc28a2	281	0	66	0	37	0	0	0	0	10	24	11	780	573	443	656	553	384	19	18	21
Slc28a3	35	79	112	280	29	474	162	134	294	11	21	39	10	9	7	14	9	11	4	5	7
Slc29a1	11306	0	41	0	8	0	0	7	0	10	14	22	3763	6720	3528	2752	2683	1541	159	163	270
Slc29a2	620	22	2	0	3	3	0	0	0	3	2	5	40	55	25	32	28	30	8	5	15
Slc29a3	87609	383	4853	875	2937	1123	496	448	639	903	2414	2209	4317	3530	1838	6822	6300	5182	774	682	1050
Slc29a4	101	0	0	0	0	0	0	0	0	0	0	0	16	10	5	14	4	2	1	1	1
Slc2a1	14532	33	259	105	130	204	41	10	110	100	172	118	947	496	364	960	798	769	32	46	67
Slc2a10	4	0	1	0	2	9	0	1	0	0	1	0	1	1	7	8	4	6	1	1	2
Slc2a12	3	35	34	56	28	61	125	34	44	39	25	32	3	0	0	0	0	0	2	1	0
Slc2a13	1	33	0	47	0	74	0	5	44	1	0	2	1	1	1	2	3	0	2	0	2
Slc2a2	4	0	15	85	0	23	1	11	20	1	2	0	0	2	1	0	0	4	2	2	2
Slc2a3	21696	149	251	253	156	370	143	86	209	81	136	200	3660	1992	1008	3916	3164	2566	296	257	454
Slc2a4	9	0	0	0	0	0	0	0	0	0	0	0	19	24	12	26	20	4	1	1	1
Slc2a4rg-ps	515	21	61	13	20	14	25	0	18	27	34	31	34	44	36	61	50	70	4	4	7
Slc2a5	82	0	14	0	13	0	0	0	0	3	11	8	4	3	0	1	0	1	1	1	2
Slc2a6	16929	0	970	0	547	0	0	0	0	142	477	609	2000	1083	917	4827	4044	3508	214	179	292
Slc2a7	0	0	0	15	0	10	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0
Slc2a8	734	0	5	0	5	0	0	0	0	1	10	4	263	521	438	185	166	165	31	17	35
Slc2a9	445	15	8	17	4	15	0	0	18	4	3	0	34	32	25	34	30	42	1	0	4
Slc30a1	5487	82	95	55	65	257	78	35	145	38	138	66	670	395	462	413	303	349	24	18	50
Slc30a10	1	0	1	0	0	3	0	0	7	0	1	0	0	9	4	1	1	8	0	1	1
Slc30a2	3	0	0	0	0	0	0	0	9	0	3	0	5	2	4	0	1	2	3	0	2
Slc30a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Slc30a4	6847	0	87	55	56	61	20	0	48	26	33	48	507	226	144	524	532	330	82	70	109
Slc30a5	40687	391	177	189	130	594	90	219	450	136	140	65	2172	2037	1107	3238	3169	2077	345	331	556
Slc30a6	2601	0	62	34	51	96	10	3	19	32	36	18	307	363	254	504	482	376	31	28	51
Slc30a7	8149	32	230	128	128	124	83	57	204	101	136	104	904	1030	484	1238	1250	1039	116	88	180
Slc30a8	3	0	3	0	0	5	5	0	0	0	1	0	7	4	0	9	3	11	4	1	1
Slc30a9	6325	445	589	346	320	883	436	389	559	129	321	329	831	997	782	1188	1097	1057	94	106	173
Slc31a1	11119	16	223	41	78	133	10	35	145	35	67	52	873	930	462	1159	1146	947	78	79	92
Slc31a2	1855	0	348	14	210	29	18	16	27	24	233	77	668	1042	898	759	717	599	38	28	37
Slc32a1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	1	0	0	0	0	0
Slc33a1	11607	47	330	21	146	93	0	37	35	57	245	62	332	447	147	726	709	548	92	81	123
Slc34a1	103	0	0	0	0	0	0	0	3	0	0	0	1	6	7	4	25	6	2	0	1
Slc34a2	0	5	0	18	0	12	14	0	0	0	1	0	0	0	0	0	0	0	2	0	5
Slc34a3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
Slc35a1	5224	18	150	145	145	124	57	167	190	33	98	100	571	663	501	936	766	772	66	65	123
Slc35a2	3668	367	105	284	61	520	159	225	561	44	67	61	466	616	432	755	724	561	66	64	88
Slc35a3	10793	284	488	433	254	916	351	294	684	121	207	114	482	445	225	675	587	464	100	87	114
Slc35a4	17632	2	40	0	59	49	0	12	10	23	31	44	2581	2234	1421	3740	3332	2561	276	210	422
Slc35a5	7716	137	320	182	266	197	231	145	146	187	200	239	655	1007	248	997	1028	673	129	105	184
Slc35b1	15232	46	1713	89	902	158	28	13	129	363	987	741	1770	1341	1272	2941	2492	2667	135	126	188
Slc35b2	8111	19	29	27	24	0	6	3	0	9	24	22	1445	1962	2208	1909	1472	1600	117	100	175
Slc35b3	3582	84	189	20	89	266	46	1	112	58	91	52	457	523	365	850	742	704	76	64	106
Slc35b4	7837	67	158	30	71	199	10	17	80	63	51	83	952	1072	396	1150	1127	610	123	97	146
Slc35c1	8387	0	94	0	36	23	0	0	0	18	39	32	831	774	311	1351	1230	691	73	39	93
Slc35c2	49677	167	496	359	294	397	141	183	293	146	303	228	4114	3231	2921	8666	8170	6201	446	470	669
Slc35d1	513	78	40	100	29	429	129	108	219	5	36	8	170	164	96	194	151	121	15	19	24
Slc35d2	994	33	54	72	34	104	2	0	125	12	40	22	227	232	226	246	211	277	19	23	48
Slc35d3	578	0	0	12	0	3	30	0	0	0	0	0	52	20	9	39	38	53	1	2	0
Slc35e1	13540	90	309	40	152	235	121	138	115	62	87	78	1738	1567	841	2111	2127	1163	213	146	314
Slc35e2	15004	648	1421	1377	971	2964	1289	779	1537	336	764	664	471	334	178	714	780	580	86	52	111
Slc35e3	5233	48	40	122	24	111	0	21	50	10	8	5	732	481	158	1024	1058	680	103	75	130
Slc35e4	1872	0	140	0	73	0	0	0	0	16	53	20	267	151	193	367	276	442	24	13	23
Slc35f1	15	39	22	102	14	202	27	50	95	22	23	9	1	0	1	2	4	3	0	1	1
Slc35f2	301	0	3	0	0	0	0	0	0	0	0	0	49	22	15	25	30	26	2	2	1
Slc35f3	8	0	0	0	0	16	15	12	43	0	0	0	0	0	5	8	1	0	2	1	0
Slc35f4	1	6	1	13	0	89	0	11	16	0	0	2	1	1	0	1	1	2	1	0	1
Slc35f5	1775	0	71	35	59	17	11	0	87	28	36	23	349	678	312	340	323	284	29	28	36
Slc35f6	5133	67	185	170	73	272	61	48	112	44	71	53	887	1524	926	700	707	448	52	44	92
Slc35g1	677	33	45	116	18	139	75	0	12	1	21	17	125	142	56	116	143	69	5	9	12
Slc35g2	66	0	29	105	21	38	42	23	95	9	18	12	2	6	11	7	4	9	2	0	1
Slc35g3	2	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	1	1
Slc36a1	1926	48	102	79	68	144	19	15	100	25	56	40	127	191	188	160	131	216	11	15	9
Slc36a2	2	0	0	0	0	0	0	0	0	0	2	0	0	1	2	2	3	5	1	4	0
Slc36a3	42	0	0	0	0	0	0	0	0	0	0	0	4	5	4	7	11	9	0	1	0
Slc36a4	2809	29	18	0	11	43	12	25	0	9	16	14	522	355	175	373	435	257	80	54	77
Slc37a1	3750	12	40	119	19	28	35	14	0	12	16	13	487	481	256	554	542	360	55	32	77
Slc37a2	13482	120	256	214	121	377	195	220	606	40	122	86	2573	4347	1999	1718	1828	975	203	167	285
Slc37a3	4001	26	123	17	55	78	1	26	57	4	35	20	181	275	169	147	125	118	13	4	21
Slc37a4	3200	0	32	0	16	0	0	0	0	4	12	15	420	459	321	736	752	677	35	35	55
Slc38a1	74388	458	849	655	723	1010	553	270	550	787	546	570	4428	1874	1207	6107	5710	4970	572	465	707
Slc38a10	21580	114	678	208	268	1025	369	203	428	116	320	221	3799	3776	2302	4168	3981	2836	423	409	574
Slc38a11	66	12	18	70	1	375	78	60	151	11	8	2	11	9	11	13	9	15	1	1	10
Slc38a2	25853	361	3333	1171	1708	2258	397	229	1069	346	1703	1341	5323	1815	963	3302	3058	2375	320	228	413
Slc38a3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1
Slc38a4	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	3	1
Slc38a5	9	1	0	0	0	0	0	1	1	0	1	1	103	268	148	175	157	116	2	0	4
Slc38a6	41306	182	3396	411	1865	870	385	231	728	313	1420	794	1666	1881	1952	2919	1890	3550	608	302	695
Slc38a7	3559	0	35	13	31	19	24	6	2	7	10	10	639	897	304	479	423	265	63	36	56
Slc38a8	9	0	0	1	0	0	0	0	8	0	0	0	2	2	4	0	0	1	3	1	0
Slc38a9	8135	640	583	558	206	1033	423	574	1486	214	188	189	541	597	360	860	831	785	79	80	118
Slc39a1	15215	1911	1644	1542	390	15591	2917	2591	7885	358	551	784	75	129	312	201	102	197	17	11	12
Slc39a1-ps	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a10	3503	158	151	40	83	114	25	67	138	39	37	30	514	573	197	544	589	420	90	66	158
Slc39a11	13889	0	26	11	14	1	18	0	20	12	24	37	1696	1149	841	2656	2564	1861	198	183	268
Slc39a12	0	0	0	0	0	2	0	0	16	0	0	0	36	42	24	0	0	0	1	0	1
Slc39a13	1118	2	122	9	44	62	1	3	26	21	27	30	326	424	292	347	308	304	49	31	47
Slc39a14	21432	12	560	56	120	148	246	66	63	83	109	340	1423	892	234	2694	2916	1507	239	142	349
Slc39a2	36	2495	124	2054	105	10901	3025	3038	8025	133	81	109	6	8	26	10	7	8	0	0	0
Slc39a3	3544	1	78	0	23	33	23	14	24	14	28	13	494	542	388	710	664	505	39	48	104
Slc39a4	50	0	0	0	0	6	0	0	0	0	0	0	47	54	61	49	48	59	1	2	1
Slc39a5	11	7	2	1	0	25	18	11	90	1	0	2	0	0	0	1	0	1	1	0	0
Slc39a6	9749	38	228	53	148	177	57	5	77	14	104	56	894	655	304	1034	978	605	107	95	156
Slc39a7	29092	118	1678	302	805	278	109	119	89	87	577	183	4558	3651	3423	5322	4770	3667	406	444	607
Slc39a8	389	49	27	47	9	143	13	35	78	3	8	8	215	427	122	127	180	90	6	7	22
Slc39a9	12262	5	215	0	166	82	0	24	7	27	78	44	1214	1060	278	1477	1510	699	149	125	222
Slc3a1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	2	0	2	2	0	0
Slc3a2	28580	625	2675	574	1683	1696	546	629	1566	267	1555	585	11125	10403	7331	6009	5107	5140	362	303	576
Slc40a1	114	22	46	92	2	351	92	66	123	17	6	35	30708	62996	20035	1326	1059	1035	765	395	1182
Slc41a1	2514	57	47	27	56	59	19	0	0	21	46	22	455	337	149	422	451	304	39	44	59
Slc41a2	42733	88	990	132	691	483	131	50	303	262	493	353	2504	1164	355	3463	3798	2110	776	604	1090
Slc41a3	735	3	8	0	2	57	0	14	19	3	5	4	250	270	272	249	240	192	9	9	17
Slc43a1	324	0	2	25	9	79	0	4	51	3	0	0	391	632	374	485	414	331	3	3	3
Slc43a2	15429	725	191	765	97	1524	605	566	1235	171	95	124	3384	6376	3265	2363	2360	1427	215	156	311
Slc43a3	5542	34	6140	0	1798	215	49	0	25	46	1470	797	1013	1263	979	1515	1273	1095	18	27	40
Slc44a1	49532	81	453	259	266	236	79	108	200	221	194	313	2267	1045	309	3402	3499	2014	606	546	874
Slc44a2	209703	261	1654	91	1020	219	193	216	149	543	784	587	19104	9921	3243	29773	31748	14888	3326	2830	4524
Slc44a3	10	44	18	13	0	286	35	12	182	3	0	6	2	1	2	7	8	4	3	5	5
Slc44a4	53	16	0	4	0	15	0	58	21	0	0	0	3	0	1	1	4	5	2	1	4
Slc44a5	5	0	6	22	2	30	0	0	1	1	1	0	0	0	0	0	0	0	1	2	0
Slc45a1	56	10	4	42	5	36	19	0	9	2	1	2	15	7	2	4	10	12	2	2	6
Slc45a2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
Slc45a3	84	0	0	0	0	0	0	0	0	0	0	0	1347	3307	1293	58	17	14	28	18	36
Slc45a4	4305	14	138	116	85	115	10	39	90	40	68	49	1337	2313	1118	755	635	508	65	46	65
Slc46a1	185	0	5	2	0	10	29	0	0	0	0	0	110	261	188	31	33	13	3	3	10
Slc46a2	0	8	0	0	0	47	0	4	20	0	0	0	10	14	1	2	5	1	4	0	0
Slc46a3	27650	24	205	23	110	56	45	12	72	60	79	48	1799	2357	860	2178	2299	1591	266	278	397
Slc47a1	1	0	0	0	2	5	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1
Slc47a2	4	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0
Slc48a1	15062	67	167	100	70	210	107	80	303	74	91	76	4568	9301	6245	2568	2197	1875	138	177	282
Slc4a1	0	0	0	0	0	3	0	0	0	0	0	0	1443	3247	902	2149	2349	1094	2	0	1
Slc4a10	24	0	2	0	0	4	1	0	55	0	1	0	1	3	0	2	0	9	2	4	0
Slc4a11	9	45	0	64	1	52	17	13	138	0	0	3	6	4	5	2	7	3	2	1	1
Slc4a1ap	4887	127	1013	90	324	212	75	55	76	85	305	202	460	487	400	748	588	531	46	54	68
Slc4a2	4529	192	195	175	145	256	124	150	161	85	99	159	782	949	580	869	969	775	72	56	81
Slc4a3	14	23	2	24	0	20	9	20	21	0	0	0	6	4	0	14	6	4	7	1	3
Slc4a4	5	0	5	46	0	188	38	77	33	0	0	0	0	3	2	1	0	3	5	2	3
Slc4a5	5	0	1	87	2	44	0	0	24	0	3	2	5	4	0	7	4	9	1	0	2
